title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
SSENSE Luxury Fashion Products Scraper,Bakos Bence,https://apify.com/bakos_bence/ssense-products?fpr=youssef,other-ecommerce,1,2,,0,"Scrape SSENSE luxury fashion listings from category pages - brand, USD price, SKU, images, and URLs. Unofficial; not affiliated with SSENSE"
Vestiaire Resale Listings,Bakos Bence,https://apify.com/bakos_bence/vestiaire-collective?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Vestiaire Collective resale listings by keyword or URL - brand, price with currency, size, condition, and images. Seller names are omitted"
LuisaViaRoma Luxury Products Scraper,Bakos Bence,https://apify.com/bakos_bence/luisaviaroma-products?fpr=youssef,other-ecommerce,1,2,,0,"Scrape LuisaViaRoma luxury fashion PLPs for brand, EUR price, images, and product URLs via JSON-LD. Unofficial; not affiliated with LuisaViaRoma"
Books.toscrape.com Scraper - Book Catalog Data Extractor,Archit Khurana,https://apify.com/fervent_bus/books-toscrape-scraper?fpr=youssef,reviews,1,2,,0,"Scrape book catalog data from books.toscrape.com including titles, prices, ratings, availability, and images. Perfect for testing and learning web scraping"
eMAG Product Scraper - RO/BG/HU Prices & Stock,Bakos Bence,https://apify.com/bakos_bence/emag-products?fpr=youssef,reviews,1,2,,0,"Scrape eMAG.ro, eMAG.bg, and eMAG.hu products - titles, prices with currency, stock, ratings, sellers, categories, and images"
Deliveroo Scraper - Restaurants & Menu Prices,Bakos Bence,https://apify.com/bakos_bence/deliveroo?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Deliveroo restaurants and optional full menus with item prices across major markets. Neighborhood queries, location URLs, or direct menu URLs. Public business contact when shown"
Chrono24 Listings Scraper - Search & Detail,Bakos Bence,https://apify.com/bakos_bence/chrono24-listings?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Chrono24 watch listings from search, brand, and detail URLs - price, currency, brand, model, specs, images, and dealer business contact when published on the listing"
Pinkoi Product Scraper - Handmade Listings,Bakos Bence,https://apify.com/bakos_bence/pinkoi-products?fpr=youssef,reviews,1,2,,0,"Search Pinkoi handmade product listings. Each row has a title, price with currency, shop name, review score, and product URL. No login. Unofficial and not affiliated with Pinkoi. For Taiwan and Asia design-market research"
Jófogás Autó HU Used Car Listings,Bakos Bence,https://apify.com/bakos_bence/jofogas-auto?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Jófogás Autó used-car ads - HUF prices, year, mileage, make/model, private/dealer filter. Unofficial - not affiliated with Jófogás"
Grailed Listings - Fashion Resale,Bakos Bence,https://apify.com/bakos_bence/grailed-listings?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Grailed public listings - designer, price with currency, size, condition, and photos. Seller usernames are omitted"
Jófogás HU Classified Ads,Bakos Bence,https://apify.com/bakos_bence/jofogas?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Jófogás.hu classified ads by category - HUF prices, location, private/agency filter. Unofficial - not affiliated with Jófogás"
Fashion Product Scraper 5 Retailers,MrDoe,https://apify.com/mrdoe/fashion-multi-scraper-us?fpr=youssef,price-comparison,1,2,,0,"Scrape fashion products from Zara, H&M, ASOS, Uniqlo, and Mango in one run. Collect product names, prices, sale prices, colors, sizes, ratings, images, and product URLs in one normalized dataset for price comparison, competitor research, and fashion market analysis"
Used Car Data Scraper - Canada,MrDoe,https://apify.com/mrdoe/used-car-multiple-source?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Canadian used-car listings from AutoTrader.ca, CarGurus.ca, Kijiji, Craigslist, Carpages.ca, and UsedCarCanada.ca. Get normalized vehicle data including prices, mileage, VINs, seller details, locations, images, and listing URLs"
Craigslist All Products Scraper US,MrDoe,https://apify.com/mrdoe/craigslist-all-products-scraper-us?fpr=youssef,global-marketplaces,1,2,,0,"Scrape Craigslist US listings across multiple categories and locations. Extract product details, prices, titles, descriptions, locations, seller information, images, posting dates, and listing URLs for market research, lead generation, price analysis, and classified-data collection"
Shopify Scraper [] - store product catalogs,Black Falcon Data,https://apify.com/blackfalcondata/shopify-store-scraper?fpr=youssef,shopify-stores,1,2,,0,Scrape shopify.com - every product with variants & SKUs · barcodes with inventory levels · integer-cent prices plus optional reviews & store contacts. Incremental mode tracks new and changed products across scheduled runs
2dehands Car Scraper Belgium,MrDoe,https://apify.com/mrdoe/2dehands-car-scraper-be?fpr=youssef,other-ecommerce,1,2,5,1,"Scrape used car listings from 2dehands, one of Belgium's major online marketplaces. Collect vehicle details such as make, model, price, mileage, year, fuel type, transmission, location, seller information, images, and listing URLs for automotive research and market analysis"
EasyAuto123 Cars Scraper - Low-cost,Prime Scrape,https://apify.com/delectable_incubator/easyauto123-cars-scraper-low-cost?fpr=youssef,price-comparison,1,2,5,1,"Scrape EasyAuto123 car listings with a powerful automotive scraper. Extract vehicle make, model, year, price, odometer, transmission, location, URL, and more from search results. Ideal for used car market research, price monitoring, dealer analysis, and automotive intelligence datasets"
Europages Listings Scraper,FalconScrape,https://apify.com/piotrv1001/europages-listings-scraper?fpr=youssef,other-ecommerce,1,2,,0,"The Europages Listings Scraper extracts company listings and enriched profiles from europages.com, capturing names, addresses, phones, websites, certifications, supplier types, employee counts, and optional product catalogs - ideal for B2B lead generation and supplier research"
DBA.dk Scraper - Lavpris Low-cost,Prime Scrape,https://apify.com/delectable_incubator/dba-dk-scraper-lavpris-low-cost?fpr=youssef,price-comparison,1,2,5,1,"Scrape DBA.dk classified listings with a powerful marketplace scraper. Extract ad titles, prices, specs, locations, posting dates, buy types, and listing URLs. Ideal for resale analytics, price monitoring, and building structured marketplace datasets for insights"
PakWheels Used Cars & Vehicles Scraper,T T,https://apify.com/entrepreneurial_lens_ehi/pakwheels-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Extract product listings and prices from pakwheels.com as clean structured JSON including Url, Image. Automatic pagination, deduplicated output and easy JSON/CSV/Excel export. Ideal for Ecommerce research, monitoring and enrichment pipelines"
All Car Data Scraper for US (10 website combined),MrDoe,https://apify.com/mrdoe/all-car-data-scraper-for-us-10-website-combined?fpr=youssef,global-marketplaces,1,2,,0,"Extract car listings from 10 major US marketplaces in one run - Autotrader, CarGurus, Craigslist, Carvana, Hemmings, Bring a Trailer, TrueCar, and more. Get price, mileage, year, make, model, VIN, and dealer info as one clean, deduplicated dataset. JSON, CSV, or Excel - no code required"
Benchmark International Business Listing Scraper,Storm_Scraper,https://apify.com/scrapestorm/benchmark-international-business-listing-scraper?fpr=youssef,other-ecommerce,1,2,5,1,Easily collect Benchmark International listings by providing one or multiple Benchmark search URLs Extract business insights such as Business Description Industry Location Revenue Contact Name Email Phone & more Perfect for M&A deal sourcing & business opportunity discovery
eBay Deals Scraper by Country (Pay-per-Result),Lofomachines,https://apify.com/lofomachines/ebay-deals-country-scraper?fpr=youssef,ebay-etsy,1,2,,0,"Most affordable and fast - Scrape live eBay deals pages from the US, Italy, Germany, the UK, France, Spain, Canada, Australia, and more. Export deal titles, prices, discounts, shipping info, badges, and product URLs in a clean dataset"
Stripe App Marketplace Scraper - Cheap,Storm_Scraper,https://apify.com/scrapestorm/stripe-app-marketplace-scraper---cheap?fpr=youssef,other-ecommerce,1,2,5.0,1,Easily collect Apps from the Stripe Marketplace Provide one or multiple Stripe Marketplace category or search URLs and extract app data including App Slug Name Tagline Source URL App URL & more… Perfect for Stripe ecosystem research and SaaS competitive monitoring
"Craigslist Scraper - Any City, Any Category",WebData Labs,https://apify.com/webdata_labs/craigslist-scraper?fpr=youssef,global-marketplaces,1,2,,0,"[ ] Scrape Craigslist listings from any city and category in one run. Multi-city, price/ZIP/radius filters, duplicate removal, plus optional descriptions, attributes, coordinates and images. Or just paste a search URL"
Macy's Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/macys-product-scraper?fpr=youssef,us-retailers,1,2,,0,"Extract Macy's products at scale - prices, discounts, brands, ratings, images, sizes, colors and per-SKU variants. Browse the full catalog or fetch specific products by URL"
7-Eleven Japan Store Scraper,MrDoe,https://apify.com/mrdoe/seven-eleven-japan-scraper?fpr=youssef,price-comparison,1,2,,0,"Scrape 7-Eleven Japan store and 7NOW product data, including store IDs, product names, product codes, prices, tax-inclusive prices, product images,availability, product URLs, and scraping dates. Useful for retail research, product and price monitoring, market analysis, and location intelligence"
Alibaba Supplier Reviews Scraper,FalconScrape,https://apify.com/piotrv1001/alibaba-supplier-reviews-scraper?fpr=youssef,chinese-marketplaces,1,2,,0,"Extract Alibaba supplier reviews with ratings, buyer countries, product details, seller replies and photos and video references. Monitor supplier reputation from storefront or product URLs, filter media reviews and stop at known review IDs"
Zomato Restaurant Reviews Scraper,Factden,https://apify.com/factden/zomato-restaurant-reviews-scraper?fpr=youssef,reviews,1,2,,0,"Scrape Zomato restaurant reviews at scale - ratings, full review text, reviewer, owner responses, plus a per-restaurant lead record (phone, address, geo, cuisines, cost, rating). Paste restaurant URLs, city/locality listing URLs, or IDs. Filter by rating/date; export JSON/CSV"
Craigslist Scraper [] - classifieds listings,Black Falcon Data,https://apify.com/blackfalcondata/craigslist-scraper?fpr=youssef,global-marketplaces,1,2,,0,Scrape craigslist.org - for-sale housing & jobs · gigs & services with structured data · precise GPS coordinates plus category & price filters. Incremental mode tracks new and changed listings across scheduled runs
7-Eleven Store & Delivery Scraper,MrDoe,https://apify.com/mrdoe/seven-eleven-scraper?fpr=youssef,price-comparison,1,2,,0,"Scrape 7-Eleven USA stores, locations, products, prices, delivery data, reviews, and ratings. Get structured data on every 7-Eleven (Seven Eleven) location for market research, price monitoring, lead generation, and location intelligence"
Singapore Company Search - ACRA Registry Data & UEN Lookup,Heim AI,https://apify.com/kaz_kakyo/singapore-company-search?fpr=youssef,other-ecommerce,1,2,,0,"Search Singapore's ACRA company register by name or keyword, or look up records by UEN - official open data, no API key. Returns status, entity type, incorporation date, registered address, SSIC codes, and officer count"
"Oysho Product Scraper - Prices, Sizes & Stock",SIÁN OÜ,https://apify.com/sian.agency/oysho-product-scraper?fpr=youssef,other-ecommerce,1,2,,0,"Scrape Oysho into a clean 58-column dataset: price, discount, currency, colours, images, per-SKU sizes, stock and GTIN barcodes, across 200+ country stores. Sweep the catalogue, one category, the sitemap, or paste product URLs. No account or proxy needed"
UK Used Car Data Scraper 6 Websites,MrDoe,https://apify.com/mrdoe/used-car-data-scraper-uk?fpr=youssef,price-comparison,1,2,5,1,"Scrape used car listings from 6 major UK marketplaces in a single run. Search by make and model across PistonHeads, Cinch, Exchange & Mart, Arnold Clark, Gumtree, and AutoTrader, with results unified into one structured dataset for price comparison and market research"
Target Product Scraper,ParseBird,https://apify.com/parsebird/target-product-scraper?fpr=youssef,us-retailers,1,2,,0,"Scrape Target.com product listings by keyword or search URL: title, TCIN, brand, price, ratings, shipping, images, and promotions. Export as JSON, CSV, or Excel"
